,brent,crude,gasoline,heating,gas,natural
0,0.006362719610987836,0.004518070661214502,0.01670107362008505,0.0009753148187983745,0.009126032200351922,0.005718783006429159
1,-0.01575675201903792,-0.021523422665626728,-0.019124182808560923,-0.012183406863434883,0.0031454651892552435,-0.0054419936738495395
2,-0.024743827510641764,-0.00827092022340377,-0.025162719186145075,-0.0063232058667231075,-0.029403329678224767,-0.01859234193576298
3,-0.007329959400258892,0.009065602238672803,-0.006202159231891168,-0.016933723874644233,0.011285499812248478,0.002043363197308463
4,-0.009178476110519298,-0.016448583895930267,0.0024830348250223576,-0.001556113983971951,0.006042091323310426,-0.027576847916187378
5,-0.009210172585247997,-0.018851698341521013,0.0022361980478223533,-0.017561033926785753,-0.02159009467650961,0.006778035180465465
6,-0.026243227552182388,-0.02074548446353883,-0.029888808442989905,-0.027531111314269812,-0.0007180100257898377,-0.047795300471155815
7,-0.016043872119740402,-0.015698031204874334,-0.015913530493391788,-0.009428089096940576,0.010800516410392334,-0.01645551742903752
8,0.029077038031368567,0.032467804557948184,0.05641343747430359,0.01362295750225246,0.021734056162024003,-0.026153662707133343
9,0.00500210361654635,-0.001445056371744534,0.010716838540470203,0.007431313069502123,-0.008140038597782792,-0.010830891492776284
10,-0.0020230481601383383,0.012823525998503326,0.009667439959069664,-0.012543545802773523,-0.016286627998384765,0.0029744305072826275
11,0.03941408891217216,0.02499541540111993,0.047606237778700114,0.03514582049338423,0.021595055246025466,-0.016600021338905608
12,-0.017129101666668235,-0.033438432519024716,-0.03543194244740001,-0.02395111318021792,-0.011470136561549845,-0.04112167797419286
13,0.005489352784253198,-0.007921825674572862,0.004574962861517601,0.013614421159938179,-0.020693128285119503,-0.008007003131687321
14,0.03923994786627271,0.04945629455068777,0.05352131335144133,0.04786499512762261,0.017651507161456564,0.05008311180220063
15,0.031024620525526885,0.03331247218008412,0.007434370599886474,0.027237171663220806,0.016180625876604984,-0.04024986250897051
16,0.04749667180031422,0.044962862850407945,0.02594174535134898,0.042134386338731344,0.045332540651533096,0.017962232384216233
17,0.001119370615324187,-0.009104176184049923,-0.0057516229440366645,-0.0056522518595934455,0.013408046195257955,0.004626473050855586
18,-0.011419685521661524,-0.024229345219768095,-0.01673924598398337,-0.007263576124094509,-0.022622273513890175,0.0007395807357751079
19,0.019895724227567593,0.03170402220736891,0.030991978596758642,0.01810107938857035,0.0013472249562669156,-0.003198057295873096
20,0.026220273426556633,0.017402211368061606,0.028207108443136487,0.019756739300676448,0.018919092949146156,0.017442953395409494
21,-0.025841722611359908,-0.029151252076289387,-0.012999392642106903,-0.015596855540285373,-0.021564207407547897,-0.04387761765072933
22,0.03678337123781839,0.06264549139057032,0.041709314005863286,0.018274773131678836,0.052969198480335704,-0.002480476291674325
23,-0.007774664845326481,-0.02082080469786921,-0.0320242279593711,-0.021219268137579347,-0.01741769659060612,-0.025676295357932172
24,0.02459287662112969,0.0333379619924118,0.012740096876479055,0.02376890914328343,0.013540988364558618,0.029344590239147702
25,-0.018017958036310056,-0.014764110412962996,-0.020440862020834526,-0.0136318253646796,0.012986657583761352,-0.008868396036674515
26,0.0047784261044681265,0.010970301028100374,0.03785522678999401,0.01970055182148831,-0.006902403364326911,0.027982335743773026
27,0.0071752840282113695,0.014715123539880668,0.0024700836871890644,-0.0005304991388013467,0.012284155025613728,0.007634542652557392
28,-0.009962423616612,0.009663096233450436,-0.013697189628076438,-0.012140127664937033,-0.00220674265318686,-0.040155915867267515
29,-0.03237774898013599,-0.021791328898056662,-0.024170761107350044,-0.022881428302700197,-0.021108678780931985,0.015000120771009609
30,-0.009509936175911185,0.01981989880066383,-0.011859460566536974,-0.016079780591768813,0.0018191954014784972,0.015952732447716687
31,-0.005203918288412892,0.008732027375621067,0.004502939654602325,0.0005144615690956336,-0.027335835299485217,-0.06739853260883126
32,-0.018550273540938602,-0.012161322260134276,0.006566289174194904,0.001932423581650622,-0.025660297822760015,-0.009017672989594022
33,0.021433806286863425,0.037690833732551124,0.042459497920338055,0.014659694147815514,0.026943780194739714,-0.009163247663469867
34,0.018015389078963242,0.03369910465099142,-0.002211852829997605,0.008639017295265793,0.011698267662104902,0.03304436963891121
35,0.014275479063559079,0.00045649974615881553,0.02664985745298547,0.025783276483298548,0.02925418360552252,0.003024472122682972
36,-0.01266216708504134,-0.014826899751184838,0.009065504317667828,-0.003274526059181755,0.0018013188099138696,0.015877565755153113
37,-0.014957115424343515,-0.014755558110724864,-0.034278246265074086,-0.018751465102854314,-0.001801769611535063,0.02653374713518151
38,0.032248777929321196,0.0368148850376696,0.03221722712268154,0.021919877639856977,0.0173599405285835,0.02416954468523051
39,0.01305377645128899,0.021059558511915835,0.01036256937030186,0.01932231788954916,0.013117915821366379,-0.003952270605164358
40,0.013489346347934642,0.008628874187071492,0.031013780196499557,-0.004151627992852094,0.0034191586551229943,-0.0009566963317938588
41,0.01599866691165944,0.01778122266231535,0.00554482297671128,0.01915903101741269,0.0167763441727255,0.055867291992681055
42,0.0321360168166246,0.03156060495075122,-0.007704189819318689,0.01968857436498396,0.007373993846071827,0.005948739924118788
43,-0.04159330854129897,-0.04238409481664105,-0.027101487869522118,-0.04087522626793952,-0.04194938346060122,0.013694114697871665
44,0.026849093098263492,0.020125511972743773,0.008852872504363504,0.01720117062313973,-0.004132806363445828,0.05228827962460182
45,0.022955708010978276,0.0024220578105775014,0.0003883166492886005,0.011787509622801026,0.025474188099013764,0.006960725636106096
46,0.0021033506499603147,-0.005676407350429581,0.005564869300612892,0.0016736310600743742,0.010405685520009004,0.07462292691442865
47,-0.020621247418301177,-0.009913601244086892,-0.022714681382467208,-0.013487023733284925,-0.021286923770974714,0.011167808343951166
48,0.027759780132004943,0.014120489913074354,0.02749176303870584,0.004873581994608799,-0.014951633809711285,-0.022196927217064254
49,0.022614251412399353,0.017114701580817994,0.038428155893984996,0.010603221245426998,0.012783394911912237,-0.008479764517259816
50,0.014881914045848757,0.005619314127443542,-0.010127790733335413,0.008544815750894408,0.005336782941558099,0.02603604647761597
51,-0.008069016429972965,-0.007395897235182246,-0.010930375687754306,-0.011070815873594736,-0.014339986489611654,-0.033035694782242796
52,-0.029887052255329543,-0.0658814261614398,-0.0634519117745506,-0.0181362564099326,-0.016031698969136997,0.007533157977497585
53,0.015222129215657782,0.014455344245913186,0.014188328512067394,0.01585968091156281,0.011688065430861268,0.024340194404338166
54,0.029472978827031728,0.03814309629371887,0.04454103941908864,0.030963090546683343,0.027331580928281585,0.004637326530288035
