,brent,crude,gasoline,heating,gas,natural,type
0,0.05015836144155331,0.06631146180025575,0.09219403176919552,0.038038188238675746,0.029288421009780866,0.02505173018545696,generated
1,-0.023932062926839075,-0.032041376573348344,-0.026767296407807936,-0.016440259066009665,-0.01057522397575878,0.006252071575171599,generated
2,0.0007751246114511348,0.012595756182432579,-0.0002638919737856619,-0.004709773989085116,-0.0005368609620284645,-0.0015465133631384076,generated
3,0.0006210730956756206,0.010427881367973652,-0.0020885893617175124,0.002479247700247337,0.0024595209516149606,0.005964566628979181,generated
4,-0.014769994866288761,-0.020840594882487757,-0.016000817751489853,-0.021773828131932318,-0.012430890791461263,-0.03839726319422981,generated
5,-0.010728375772549512,-0.006436147338181861,-0.016108328066465404,-0.011519925890866345,-0.004426172497942843,0.016892505371073195,generated
6,-0.012922479047305093,-0.01894420513580228,-0.00793862650877653,-0.010618138360846123,-0.013579863188797807,0.0044249274241606905,generated
7,-0.007295640613782133,-0.010720326445326198,-0.003934916672948744,-0.009814469611900415,0.00880869945433768,0.008932474330260466,generated
8,-0.015556773245656528,-0.015191868372328153,-0.010979802140708142,-0.017729685418910884,-0.0061274839884221674,-0.0005795926288919431,generated
9,0.015405771721427057,0.008900645454265348,0.0037017164789750383,0.013339874664300854,0.030820858562099544,-0.007483747641562552,generated
10,-0.012809280351656164,0.00036961945983098423,-0.007287153630010951,0.00016582481859826287,-0.008504647957877611,-0.0406021200988566,generated
11,0.02223039695353677,0.02548061812380005,0.010829431591489098,0.01281026197320259,0.018492546649442616,0.006065809346951876,generated
12,-0.008169928660438966,-0.007320303422253118,-0.006887475343212084,-0.0045425596173943985,-0.01088533925476394,-0.021559430940542756,generated
13,-0.015862070877561057,-0.014582863689840207,-0.03685347582334185,-0.022608461861978988,-0.0029190168248823672,0.009027076926599925,generated
14,-0.022792524598808036,-0.005527551305164929,-0.0067214749261026345,-0.01943994030372756,-0.009287530037194167,0.034294694572498584,generated
15,-0.02234853826228921,-0.0016427073185929265,-0.028874528815639268,-0.019762762301357036,-0.018402711654869744,0.03938152840426204,generated
16,-0.006689187326731081,-0.01056843722284759,-0.004721273126354981,-0.003500826235176202,2.2710097963182276e-05,-0.0041190556803355205,generated
17,-0.0020563603980305765,-0.009085010145483819,0.007398292019804778,-0.0008888930107708848,-0.001499001526852847,-0.01913856722209291,generated
18,-0.008462135133445733,-0.005563498809448902,-0.007189547788859216,-0.010118363748036747,-0.010500423275199573,0.0011617368985281588,generated
19,-0.00617179905756495,-0.001857969620765144,-0.013304129336329558,-0.009419811407227432,-0.000822257664997856,0.002620787822213907,generated
20,-0.003919341007533919,0.002576691615194403,-0.003923343715660636,-0.0008782019776379063,0.0059062197286916225,0.001974068905700948,generated
21,0.0027814000411035085,0.019110345001763545,0.012999410208278633,-0.011740981972022821,0.010486059081212517,-0.05635186340268721,generated
22,-0.014814577608428003,-0.015719916015122834,-0.012240177318040897,-0.03050739154488151,-0.03420684501302915,-0.026992633697925556,generated
23,-0.011954119727050662,0.0037481086393758426,-0.014927903849937876,-0.02576520315066962,-0.0035482852396616113,-0.013782784471140072,generated
