,brent,crude,gasoline,heating,gas,natural
0,-0.0028894267842021256,-0.015350664962314863,-0.000791341621567793,-0.0005736774709793229,-0.0008738447742158007,0.008756562222545054
1,0.005370118685840422,0.004668867163961079,0.007867202494846931,0.007490121543629678,0.0058992420534751564,0.045224014520672186
2,0.058872463509009196,0.03272492883121388,0.027413233780197988,0.03212616138116143,0.018045057317320142,0.015009651248733585
3,-0.02345960445191437,-0.019495892106072853,-0.018448011705633954,-0.011069612830638998,-0.01703510291207081,-0.02476417444732438
4,-0.01928795010375971,-0.001534372243634217,0.004793717893039115,-0.019225748984584432,0.0013284140802082153,0.00478236130813617
5,0.0004657558034926349,-0.0027608527992443324,0.0001264371317707862,-0.005115945955927259,-0.01585694138075724,0.005593872478909048
6,4.7508289356270965e-05,0.0025356022439147366,-0.008440991737845998,0.0001248209384242375,-0.001593111610580279,0.005930451490602587
7,0.022572194532259133,0.02531539648574658,0.002441660896694264,0.02202268549936605,0.014675713794305118,-0.053635793659264755
8,-0.018227101837405515,-0.029255115592300325,-0.016297676338218464,-0.02309015844813045,-0.016358477083146736,-0.018588437906831085
9,-0.01300365317865788,-0.01171078372576442,0.02691429746901882,0.001925539763217546,0.004911337119366625,-0.016443194945848984
10,-0.0036259268293096086,-0.017240952154472074,-0.011408158483353388,-0.01283069675717391,-0.0019367802820705734,-0.018133779071039552
11,0.0034382262831989157,0.0033931274153387735,-0.00039101810108184594,0.004607670878727165,0.0007178711556442283,0.005476413674885231
12,0.007989165576836463,0.003583233397549822,0.033138230338107415,-0.005335952218258185,0.015639067426626827,-0.016105774548304114
13,-0.003176561782219543,-0.006531396531044793,-0.014308542328092675,-0.004489810043734223,-0.004629065335142799,0.0073013186159838935
14,-0.006270452671429522,-0.001761906675414893,-0.00032321271579764665,-0.005284290768766273,-0.006926425175309822,0.005139074638494596
15,-0.006460380286103794,-0.013227287275123338,-0.014141148401230546,-0.015129999120617868,0.004522767919491023,-0.021334184179894196
16,-0.0037972111439120715,-0.00219977734509176,-0.001695778408060655,0.0003815251810957025,-0.002836332949171204,0.011858642431423
17,0.00992167863307043,-0.0016419084544117132,0.010001544720891035,0.0171833911708612,-0.0005761043653110444,-0.0063046922485116095
18,0.008822442313155446,0.008522770242809348,-0.002195309895051816,0.006045976617739715,0.0061665054114489505,-0.022272307551475894
19,-0.002187158513563851,0.0014316820770959484,-0.0005181122735981947,-0.0010623908175691182,0.002203596454808435,0.012403836105890877
20,0.040880603985364285,0.03557575389179508,0.02863552713411273,0.04390990913756944,0.012068323025167433,-0.03244875815360227
21,0.007272162600682578,0.007269619125997147,0.0033177743420547356,0.013191550521145946,0.004076391908464248,0.01349717181530175
22,-0.014420099792099166,-0.03151998070890249,-0.017267051442589755,-0.013819928594402047,0.002454965546408216,-0.03974992581077861
23,0.005148264430370096,0.006248964943386624,0.0032955140650541607,0.0006994056481987459,-0.0007834159528230402,-0.00814953063720403
24,-0.0021925119152217875,0.039632309584968425,0.04150444887340286,-0.014112036375876635,0.0007818043584358356,0.014240714949462423
25,-0.0006380036564004265,-0.0003750527332271581,0.004055227019590434,0.003021885408252839,-0.005924686175121875,-0.010146152392592124
26,-0.006834364902467351,-0.01442246497884865,-0.001760590171445497,-0.004984111024644064,0.0035864077572613073,0.016588540172803576
27,0.0012705172726211553,-0.00251565788385167,0.001213863202108716,0.0033401804331476825,0.00019954236707531202,0.009075455490744944
28,0.03309270459179851,0.024385763548575502,0.009395701972410506,0.022501850140439136,0.0011516609820157464,0.007616358958806128
29,0.01768925470020871,0.02253360674492831,0.016704253602015114,0.021079345449459583,-0.001777382526336451,0.0014368154911174732
30,0.00019324945093802753,0.00639876256342891,0.014871471451149185,-0.0015202465019623981,-0.00033871287391282754,0.003401854182561642
31,-0.03421452724848924,-0.02786892549536906,-0.04164553885753765,-0.02875910876930772,-0.01804595794784612,0.009755037499990496
32,-0.0039107480205804925,-0.01428827606688955,-0.01545689894077355,-0.011723002052511545,0.0028354397206511173,0.01700212698464012
33,-0.005378358536075385,0.00036511757144017326,0.008130275686587272,0.0005640415250370294,-0.006992969885570802,0.005920467723072483
34,-0.0024856180069523504,-0.00013221219337527807,0.0011443584163565732,-0.002386794052249769,-0.00040215495590245067,0.011917674318530825
35,-0.004492504782785861,-0.006558248960073742,-0.008532185320043672,0.0025897130754187992,0.0015541492560338533,-0.01788445090617431
36,0.0026653027145181066,-0.004400432407286818,-0.020632934330493277,-0.014672403715344628,0.006931594582382853,0.01578576441637657
37,0.00708860059879096,0.0041465054264227304,-0.0015268675883724952,0.0029866312326354665,0.003768194511611366,0.004914946880334177
38,4.9160456950173795e-05,0.0029111021075597853,0.002395831650581824,-0.002814716833479991,-0.005439104179748483,0.016328454430795607
39,-0.009979030787585254,-0.023056510870498856,0.000575599799783391,-0.0022635308309221654,-0.01624124742396971,0.011938940181116691
40,0.003639756143130739,0.01878437157246625,-0.0021357576208569234,0.008176037697256054,0.00205036668157374,-0.007116027623306634
41,-0.01386327019966024,-0.016746549684466615,0.007120185753066904,-0.020393866977777605,-0.0034995993957251414,0.04264512166815977
42,0.0005836219187760835,-0.00441656174668046,-0.009764739109457295,0.018438400960618512,4.586294756366558e-06,0.05253873808426804
43,-0.014299229749802262,-0.02962212974759115,-0.011286625863833251,-0.015979685239769496,-0.005775758689845736,0.010298952702622433
44,-0.0036364804788419306,0.0021215869465777354,0.004022840733610346,-0.012239646078030833,0.013108893507801403,0.0047094954509472355
45,0.0015783441347768715,-0.005874917177402881,0.00587993852559612,0.004807552730783939,-0.00043757235335925343,0.011574994269164238
